0,-0.01239,-0.89818,0.011845,-0.16931,0.059788,0.010233
0,-0.021334,-0.82907,0.012601,-0.1596,0.065155,0.008016
0,-0.012161,-0.77689,0.0022538,-0.1574,0.05077,0.01049
0,-0.018166,-0.76413,0.012048,-0.14629,0.087855,0.0092263
0,-0.0045154,-0.92425,0.014435,-0.15935,0.040422,0.010959
0,-0.010598,-0.89425,0.01029,-0.16736,0.063318,0.010234
0,-0.014408,-0.082816,0.0059849,-0.15057,0.078446,0.012135
0,-0.013616,-0.80503,0.010258,-0.16698,0.061613,0.0096799
0,-0.010187,-0.78481,0.0062894,-0.16732,0.053188,0.011191
0,-0.014442,-0.70961,0.0070141,-0.16287,0.078331,0.0089573
0,0.00035462,-0.84137,0.012111,-0.16242,0.031019,0.012827
0,-0.0022234,-0.85782,0.0080548,-0.16378,0.053504,0.010784
0,-0.0082853,-0.83498,0.010939,-0.15377,0.087315,0.012439
0,-0.016719,-0.80364,0.0104,-0.15885,0.066084,0.011064
0,0.0011663,-0.7687,0.0025711,-0.15583,0.061592,0.010176
0,-0.0079256,0.83857,0.0028525,-0.15401,0.073318,0.0093893
0,-0.0066393,-0.60233,0.0016506,-0.14426,0.06927,0.011355
0,-0.016279,-0.61752,0.0073247,-0.15488,0.058634,0.012596
0,-0.011464,-0.61297,0.0081285,-0.15123,0.073277,0.0085633
0,-0.026097,-0.51286,0.0056333,-0.16314,0.081948,0.01154
0,-0.016148,-0.53792,0.0072533,-0.17465,0.039041,0.0086415
0,-0.017307,-0.52302,0.0057754,-0.15244,0.06894,0.010846
0,-0.013908,0.25313,-0.0011131,-0.15372,0.062745,0.01159
0,-0.016326,-0.42495,0.0060957,-0.16446,0.078304,0.0091601
0,-0.014224,0.26957,0.006981,-0.15285,0.094404,0.011057
0,-0.027976,-0.24044,0.0012914,-0.1752,0.059467,0.0061006
0,-0.020519,-0.29041,0.0040092,-0.1596,0.045969,0.010008
0,-0.0090516,-0.3463,0.002642,-0.15797,0.064731,0.0081802
